App Name,URL
MBC Product Bundle Discounts,https://apps.shopify.com/bundle-products-mbc?search_id=aa102dca-9589-4009-b6df-83d193b4b3b7&surface_detail=product+suggestions&surface_inter_position=1&surface_intra_position=9&surface_type=search
Products Sync Master,https://apps.shopify.com/sync-master?search_id=aa102dca-9589-4009-b6df-83d193b4b3b7&surface_detail=product+suggestions&surface_inter_position=1&surface_intra_position=10&surface_type=search
Tabs: SEO product tabs with AI,https://apps.shopify.com/tiny-tabs?search_id=aa102dca-9589-4009-b6df-83d193b4b3b7&surface_detail=product+suggestions&surface_inter_position=1&surface_intra_position=11&surface_type=search
Lantern ‑ Product Quiz Builder,https://apps.shopify.com/perfect-product-finder?search_id=aa102dca-9589-4009-b6df-83d193b4b3b7&surface_detail=product+suggestions&surface_inter_position=1&surface_intra_position=12&surface_type=search
Magical Product Fees,https://apps.shopify.com/magical-mandatory-fees?search_id=aa102dca-9589-4009-b6df-83d193b4b3b7&surface_detail=product+suggestions&surface_inter_position=1&surface_intra_position=13&surface_type=search
Spotlight: Video Loops,https://apps.shopify.com/spotlight-video-machine?search_id=aa102dca-9589-4009-b6df-83d193b4b3b7&surface_detail=product+suggestions&surface_inter_position=1&surface_intra_position=14&surface_type=search
RuffRuff Product & Blog Tags,https://apps.shopify.com/ruffruff-tags?search_id=aa102dca-9589-4009-b6df-83d193b4b3b7&surface_detail=product+suggestions&surface_inter_position=1&surface_intra_position=15&surface_type=search
NoSpy ‑ Security & Spy Protect,https://apps.shopify.com/no-spy?search_id=aa102dca-9589-4009-b6df-83d193b4b3b7&surface_detail=product+suggestions&surface_inter_position=1&surface_intra_position=16&surface_type=search
FT: Frequently Bought Together,https://apps.shopify.com/fether?search_id=aa102dca-9589-4009-b6df-83d193b4b3b7&surface_detail=product+suggestions&surface_inter_position=1&surface_intra_position=17&surface_type=search
EComposer Landing Page Builder,https://apps.shopify.com/ecomposer?search_id=aa102dca-9589-4009-b6df-83d193b4b3b7&surface_detail=product+suggestions&surface_inter_position=1&surface_intra_position=18&surface_type=search
Zopi ‑ AliExpress Dropshipping,https://apps.shopify.com/ali-orders-by-fireapps?search_id=aa102dca-9589-4009-b6df-83d193b4b3b7&surface_detail=product+suggestions&surface_inter_position=1&surface_intra_position=19&surface_type=search
Reputon Amazon Importer,https://apps.shopify.com/reputon-amazon-affiliate?search_id=aa102dca-9589-4009-b6df-83d193b4b3b7&surface_detail=product+suggestions&surface_inter_position=1&surface_intra_position=20&surface_type=search
Preorder Wolf | Pre order now,https://apps.shopify.com/preorder-manager-1?search_id=aa102dca-9589-4009-b6df-83d193b4b3b7&surface_detail=product+suggestions&surface_inter_position=1&surface_intra_position=21&surface_type=search
Heartcoding Sales & Discounts,https://apps.shopify.com/sale-discount-manager?search_id=aa102dca-9589-4009-b6df-83d193b4b3b7&surface_detail=product+suggestions&surface_inter_position=1&surface_intra_position=22&surface_type=search
Infinite Options,https://apps.shopify.com/custom-options?search_id=aa102dca-9589-4009-b6df-83d193b4b3b7&surface_detail=product+suggestions&surface_inter_position=1&surface_intra_position=23&surface_type=search
Rubix Bulk Tag Editor,https://apps.shopify.com/rh-advance-bulk-tag-editor?search_id=aa102dca-9589-4009-b6df-83d193b4b3b7&surface_detail=product+suggestions&surface_inter_position=1&surface_intra_position=24&surface_type=search
Heartcoding Sales & Discounts,https://apps.shopify.com/sale-discount-manager?search_id=bf7aa8cc-5a47-407c-94e0-02794f39a3e9&surface_detail=sales+forecasting&surface_inter_position=1&surface_intra_position=1&surface_type=search
qikify Sales Pop up & Proof,https://apps.shopify.com/sale-kit?search_id=bf7aa8cc-5a47-407c-94e0-02794f39a3e9&surface_detail=sales+forecasting&surface_inter_position=1&surface_intra_position=2&surface_type=search
Alpha: Sale & Discount Manager,https://apps.shopify.com/al-bulk-discount-manager?search_id=bf7aa8cc-5a47-407c-94e0-02794f39a3e9&surface_detail=sales+forecasting&surface_inter_position=1&surface_intra_position=3&surface_type=search
Sprout: Plant Trees Grow Sales,https://apps.shopify.com/tree-planting?search_id=bf7aa8cc-5a47-407c-94e0-02794f39a3e9&surface_detail=sales+forecasting&surface_inter_position=1&surface_intra_position=4&surface_type=search
Disco: Flash Sales & Discounts,https://apps.shopify.com/discount-app?search_id=bf7aa8cc-5a47-407c-94e0-02794f39a3e9&surface_detail=sales+forecasting&surface_inter_position=1&surface_intra_position=5&surface_type=search
Hulk Sales Pop Notifications,https://apps.shopify.com/sales-fomo-notification?search_id=bf7aa8cc-5a47-407c-94e0-02794f39a3e9&surface_detail=sales+forecasting&surface_inter_position=1&surface_intra_position=6&surface_type=search
Paczkomaty InPost,https://apps.shopify.com/paczkomaty-inpost?search_id=bf7aa8cc-5a47-407c-94e0-02794f39a3e9&surface_detail=sales+forecasting&surface_inter_position=1&surface_intra_position=7&surface_type=search
Essential Countdown Timer Bar,https://apps.shopify.com/essential-countdown-timer?search_id=bf7aa8cc-5a47-407c-94e0-02794f39a3e9&surface_detail=sales+forecasting&surface_inter_position=1&surface_intra_position=8&surface_type=search
Bundler ‑ Product Bundles,https://apps.shopify.com/bundler-product-bundles?search_id=bf7aa8cc-5a47-407c-94e0-02794f39a3e9&surface_detail=sales+forecasting&surface_inter_position=1&surface_intra_position=9&surface_type=search
Instafeed ‑ Instagram Feed,https://apps.shopify.com/instafeed?search_id=bf7aa8cc-5a47-407c-94e0-02794f39a3e9&surface_detail=sales+forecasting&surface_inter_position=1&surface_intra_position=10&surface_type=search
Rubix Bulk Price Editor,https://apps.shopify.com/rubix-bulk-price-editor-1?search_id=bf7aa8cc-5a47-407c-94e0-02794f39a3e9&surface_detail=sales+forecasting&surface_inter_position=1&surface_intra_position=11&surface_type=search
Fast Bundle | Bundles Upsell,https://apps.shopify.com/fast-bundle-product-bundles?search_id=bf7aa8cc-5a47-407c-94e0-02794f39a3e9&surface_detail=sales+forecasting&surface_inter_position=1&surface_intra_position=12&surface_type=search
Sami Product Labels & Badges,https://apps.shopify.com/product-labels-badges-samita?search_id=bf7aa8cc-5a47-407c-94e0-02794f39a3e9&surface_detail=sales+forecasting&surface_inter_position=1&surface_intra_position=13&surface_type=search
NA Bulk Price Editor,https://apps.shopify.com/price-scheduler-plus?search_id=bf7aa8cc-5a47-407c-94e0-02794f39a3e9&surface_detail=sales+forecasting&surface_inter_position=1&surface_intra_position=14&surface_type=search
Essential Free Shipping Upsell,https://apps.shopify.com/essential-order-value-booster?search_id=bf7aa8cc-5a47-407c-94e0-02794f39a3e9&surface_detail=sales+forecasting&surface_inter_position=1&surface_intra_position=15&surface_type=search
Tevello Courses & Communities,https://apps.shopify.com/courses-app?search_id=bf7aa8cc-5a47-407c-94e0-02794f39a3e9&surface_detail=sales+forecasting&surface_inter_position=1&surface_intra_position=16&surface_type=search
Essential Trust Badges & Icons,https://apps.shopify.com/essential-icon-badge-banners?search_id=bf7aa8cc-5a47-407c-94e0-02794f39a3e9&surface_detail=sales+forecasting&surface_inter_position=1&surface_intra_position=17&surface_type=search
qikify Contact Form Builder,https://apps.shopify.com/contact-form-by-qikify?search_id=bf7aa8cc-5a47-407c-94e0-02794f39a3e9&surface_detail=sales+forecasting&surface_inter_position=1&surface_intra_position=18&surface_type=search
Monk Free Gift with Purchase,https://apps.shopify.com/monk-cart-upsell-cross-sell?search_id=bf7aa8cc-5a47-407c-94e0-02794f39a3e9&surface_detail=sales+forecasting&surface_inter_position=1&surface_intra_position=19&surface_type=search
Candy Rack | All‑in‑One Upsell,https://apps.shopify.com/candyrack?search_id=bf7aa8cc-5a47-407c-94e0-02794f39a3e9&surface_detail=sales+forecasting&surface_inter_position=1&surface_intra_position=20&surface_type=search
Discount Kit,https://apps.shopify.com/discount-kit?search_id=bf7aa8cc-5a47-407c-94e0-02794f39a3e9&surface_detail=sales+forecasting&surface_inter_position=1&surface_intra_position=21&surface_type=search
SmartBot‑AI Chatbot,https://apps.shopify.com/smartbot?search_id=bf7aa8cc-5a47-407c-94e0-02794f39a3e9&surface_detail=sales+forecasting&surface_inter_position=1&surface_intra_position=22&surface_type=search
Phoneize Phone Call Button,https://apps.shopify.com/worldphoneize?search_id=bf7aa8cc-5a47-407c-94e0-02794f39a3e9&surface_detail=sales+forecasting&surface_inter_position=1&surface_intra_position=23&surface_type=search
Platmart Bulk Price Editor,https://apps.shopify.com/fast-bulk-price-editor?search_id=bf7aa8cc-5a47-407c-94e0-02794f39a3e9&surface_detail=sales+forecasting&surface_inter_position=1&surface_intra_position=24&surface_type=search
Seguno Email Marketing,https://apps.shopify.com/seguno?search_id=2c2cb99c-8719-4de3-a381-47b86375f8d1&surface_detail=market+analysis&surface_inter_position=1&surface_intra_position=1&surface_type=search
Selector—Geolocation & Markets,https://apps.shopify.com/selectors?search_id=2c2cb99c-8719-4de3-a381-47b86375f8d1&surface_detail=market+analysis&surface_inter_position=1&surface_intra_position=2&surface_type=search
Sendvio: Email Marketing & SMS,https://apps.shopify.com/sendvio-email-marketing-sms?search_id=2c2cb99c-8719-4de3-a381-47b86375f8d1&surface_detail=market+analysis&surface_inter_position=1&surface_intra_position=3&surface_type=search
Facebook Marketing Message,https://apps.shopify.com/meta-notifications?search_id=2c2cb99c-8719-4de3-a381-47b86375f8d1&surface_detail=market+analysis&surface_inter_position=1&surface_intra_position=4&surface_type=search
RealtimeStack : Live Analytics,https://apps.shopify.com/realtime-view?search_id=2c2cb99c-8719-4de3-a381-47b86375f8d1&surface_detail=market+analysis&surface_inter_position=1&surface_intra_position=5&surface_type=search
Magical Make an Offer,https://apps.shopify.com/make-an-offer?search_id=2c2cb99c-8719-4de3-a381-47b86375f8d1&surface_detail=market+analysis&surface_inter_position=1&surface_intra_position=6&surface_type=search
PushOwl: Web Push,https://apps.shopify.com/pushowl?search_id=2c2cb99c-8719-4de3-a381-47b86375f8d1&surface_detail=market+analysis&surface_inter_position=1&surface_intra_position=7&surface_type=search
Simple Affiliate,https://apps.shopify.com/simple-affiliate?search_id=2c2cb99c-8719-4de3-a381-47b86375f8d1&surface_detail=market+analysis&surface_inter_position=1&surface_intra_position=8&surface_type=search
REPRO: User Session Replays,https://apps.shopify.com/replay-pro?search_id=2c2cb99c-8719-4de3-a381-47b86375f8d1&surface_detail=market+analysis&surface_inter_position=1&surface_intra_position=9&surface_type=search
RuffRuff Product & Blog Tags,https://apps.shopify.com/ruffruff-tags?search_id=2c2cb99c-8719-4de3-a381-47b86375f8d1&surface_detail=market+analysis&surface_inter_position=1&surface_intra_position=10&surface_type=search
